Wavelength,Intensity
6.376707500000000437e+03,2.000000000000000000e+02
6.376930470000000241e+03,6.700000000000000000e+03
6.378091999999999643e+03,1.000000000000000000e+01
6.378957999999999629e+03,1.000000000000000000e+01
6.379002999999999702e+03,2.000000000000000000e+01
6.379104999999999563e+03,3.000000000000000000e+01
6.379673099999999977e+03,4.400000000000000000e+02
6.380444999999999709e+03,3.000000000000000000e+01
6.381359800000000178e+03,3.300000000000000000e+02
6.381619999999999891e+03,8.000000000000000000e+00
6.381758799999999610e+03,1.500000000000000000e+02
6.382797999999999774e+03,2.300000000000000000e+01
6.383911000000000058e+03,2.000000000000000000e+01
6.385059000000000196e+03,2.000000000000000000e+02
6.385462000000000444e+03,2.500000000000000000e+01
6.385756999999999607e+03,4.000000000000000000e+00
6.386779999999999745e+03,1.400000000000000000e+01
6.387086000000000240e+03,5.500000000000000000e+01
6.387395459999999730e+03,2.300000000000000000e+03
6.387595000000000255e+03,1.900000000000000000e+01
6.388417999999999665e+03,3.600000000000000000e+02
6.388813449999999648e+03,7.800000000000000000e+02
6.389483900000000176e+03,4.700000000000000000e+01
6.390128999999999905e+03,2.400000000000000000e+02
6.390389000000000124e+03,1.000000000000000000e+01
6.391177499999999782e+03,1.600000000000000000e+02
6.392368499999999585e+03,1.400000000000000000e+02
6.393198999999999614e+03,1.600000000000000000e+01
6.394049500000000080e+03,5.100000000000000000e+02
6.394588999999999942e+03,2.900000000000000000e+01
6.395047899999999572e+03,1.200000000000000000e+02
6.395279000000000451e+03,2.900000000000000000e+01
6.396518000000000029e+03,2.900000000000000000e+01
6.396715799999999945e+03,7.600000000000000000e+01
6.396949999999999818e+03,5.900000000000000000e+02
6.397453700000000026e+03,1.400000000000000000e+02
6.398451000000000022e+03,1.500000000000000000e+02
6.398601999999999862e+03,9.000000000000000000e+00
6.399949800000000323e+03,1.600000000000000000e+02
6.400695340000000215e+03,4.900000000000000000e+02
6.403862299999999777e+03,9.500000000000000000e+01
6.404627400000000307e+03,2.800000000000000000e+01
6.405085399999999936e+03,9.900000000000000000e+01
6.406446090000000368e+03,2.700000000000000000e+03
6.408425000000000182e+03,1.900000000000000000e+01
6.408632700000000114e+03,2.000000000000000000e+02
6.409552999999999884e+03,2.900000000000000000e+01
6.411412000000000262e+03,1.900000000000000000e+01
6.411899029999999584e+03,1.100000000000000000e+04
6.412128999999999905e+03,1.900000000000000000e+01
6.412976999999999862e+03,9.000000000000000000e+00
6.413614440000000286e+03,2.700000000000000000e+03
6.414139500000000226e+03,1.400000000000000000e+02
6.414703999999999724e+03,9.600000000000000000e+01
6.414953000000000429e+03,2.000000000000000000e+01
6.415537400000000162e+03,2.800000000000000000e+02
6.417831000000000131e+03,9.000000000000000000e+00
6.417906600000000253e+03,5.300000000000000000e+01
6.418697000000000116e+03,3.800000000000000000e+01
6.419159999999999854e+03,1.900000000000000000e+01
6.419849000000000160e+03,4.800000000000000000e+01
6.420079999999999927e+03,2.900000000000000000e+01
6.420225000000000364e+03,1.900000000000000000e+01
6.420979999999999563e+03,2.900000000000000000e+01
6.421194000000000415e+03,1.900000000000000000e+01
6.422107500000000073e+03,4.700000000000000000e+02
6.422682999999999993e+03,1.900000000000000000e+01
6.422948000000000320e+03,3.800000000000000000e+01
6.426150999999999840e+03,4.700000000000000000e+01
6.426533999999999651e+03,1.900000000000000000e+01
6.426722999999999956e+03,9.000000000000000000e+00
6.427504399999999805e+03,1.100000000000000000e+02
6.428773299999999836e+03,2.100000000000000000e+02
6.430498999999999796e+03,4.700000000000000000e+01
6.430684000000000196e+03,1.800000000000000000e+01
6.431518000000000029e+03,1.800000000000000000e+01
6.431715000000000146e+03,4.700000000000000000e+01
6.434649000000000342e+03,1.400000000000000000e+01
6.434793999999999869e+03,1.500000000000000000e+01
6.434893000000000029e+03,8.000000000000000000e+00
6.435108000000000175e+03,9.000000000000000000e+00
6.436669299999999566e+03,1.200000000000000000e+02
6.437761150000000271e+03,1.600000000000000000e+03
6.437769000000000233e+03,1.900000000000000000e+03
6.438309500000000298e+03,1.000000000000000000e+02
6.438915719999999965e+03,6.600000000000000000e+02
6.439417999999999665e+03,3.700000000000000000e+01
6.440244999999999891e+03,9.000000000000000000e+00
6.440355099999999766e+03,4.400000000000000000e+01
6.441281299999999646e+03,1.100000000000000000e+02
6.443820499999999811e+03,8.800000000000000000e+01
6.444149999999999636e+03,9.000000000000000000e+00
6.445640699999999924e+03,1.200000000000000000e+02
6.446134200000000419e+03,8.300000000000000000e+01
6.446771179999999731e+03,1.100000000000000000e+03
6.447190999999999804e+03,1.500000000000000000e+01
6.447550000000000182e+03,6.000000000000000000e+00
6.448836000000000240e+03,1.100000000000000000e+01
6.449163999999999760e+03,1.800000000000000000e+01
6.449519599999999627e+03,3.600000000000000000e+01
6.450006040000000212e+03,9.200000000000000000e+02
6.450282299999999850e+03,5.100000000000000000e+01
6.450592999999999847e+03,4.600000000000000000e+01
6.450697699999999713e+03,4.400000000000000000e+01
6.450955700000000434e+03,5.400000000000000000e+02
6.451259699999999611e+03,3.200000000000000000e+01
6.451582000000000335e+03,1.800000000000000000e+01
6.452059100000000399e+03,1.700000000000000000e+02
6.452952100000000428e+03,1.000000000000000000e+02
6.453346400000000358e+03,2.900000000000000000e+01
6.453551000000000386e+03,1.400000000000000000e+01
6.454627999999999702e+03,1.500000000000000000e+01
6.455264699999999721e+03,2.300000000000000000e+02
6.456390999999999622e+03,2.200000000000000000e+01
6.457282369999999901e+03,4.400000000000000000e+04
6.458118000000000393e+03,1.800000000000000000e+01
6.458458999999999833e+03,3.300000000000000000e+01
6.459117000000000189e+03,2.200000000000000000e+01
6.459297700000000077e+03,7.300000000000000000e+01
6.460474900000000162e+03,2.500000000000000000e+02
6.460694000000000415e+03,1.600000000000000000e+01
6.460936999999999898e+03,3.200000000000000000e+01
6.461453999999999724e+03,1.800000000000000000e+01
6.462612989999999627e+03,4.200000000000000000e+03
6.465585000000000036e+03,9.100000000000000000e+01
6.465697000000000116e+03,2.400000000000000000e+01
6.466357200000000375e+03,2.200000000000000000e+02
6.466717200000000048e+03,4.000000000000000000e+02
6.467148299999999836e+03,8.300000000000000000e+01
6.467674299999999675e+03,3.100000000000000000e+02
6.467806999999999789e+03,2.700000000000000000e+01
6.467920799999999872e+03,1.700000000000000000e+02
6.471939099999999598e+03,5.200000000000000000e+01
6.474742599999999584e+03,2.300000000000000000e+02
6.474796999999999571e+03,4.200000000000000000e+02
6.478617000000000189e+03,1.800000000000000000e+01
6.478738999999999578e+03,1.000000000000000000e+01
6.480444000000000415e+03,2.700000000000000000e+01
6.481301699999999983e+03,3.400000000000000000e+02
6.483618000000000393e+03,1.200000000000000000e+02
6.483740999999999985e+03,2.700000000000000000e+01
6.483930999999999585e+03,1.800000000000000000e+01
6.484069400000000314e+03,1.500000000000000000e+02
6.484171999999999571e+03,8.000000000000000000e+00
6.485150999999999840e+03,1.200000000000000000e+01
6.486847999999999956e+03,3.600000000000000000e+01
6.487076000000000022e+03,9.000000000000000000e+00
6.487481099999999969e+03,3.800000000000000000e+02
6.487920000000000073e+03,2.700000000000000000e+01
6.488784999999999854e+03,1.700000000000000000e+01
6.488883499999999913e+03,3.700000000000000000e+02
6.489362000000000080e+03,1.700000000000000000e+01
6.489597999999999956e+03,8.900000000000000000e+01
6.490737039999999979e+03,5.200000000000000000e+03
6.491221999999999753e+03,1.700000000000000000e+01
6.491411000000000058e+03,4.200000000000000000e+01
6.493197199999999611e+03,1.700000000000000000e+03
6.493702000000000226e+03,3.500000000000000000e+01
6.495003999999999905e+03,8.000000000000000000e+00
6.495257300000000214e+03,2.900000000000000000e+02
6.495595000000000255e+03,2.600000000000000000e+01
6.495922499999999673e+03,5.400000000000000000e+01
6.496029199999999946e+03,1.700000000000000000e+02
6.496964299999999639e+03,7.300000000000000000e+01
6.497055999999999585e+03,7.000000000000000000e+00
6.497491899999999987e+03,2.400000000000000000e+02
6.497787999999999556e+03,1.700000000000000000e+01
6.498768000000000029e+03,3.600000000000000000e+01
6.499645599999999831e+03,6.700000000000000000e+02
6.500657500000000255e+03,2.500000000000000000e+02
6.501991689999999835e+03,8.600000000000000000e+02
6.503899000000000342e+03,2.300000000000000000e+01
6.504457999999999629e+03,4.400000000000000000e+01
6.504835000000000036e+03,1.700000000000000000e+01
6.505220999999999549e+03,8.000000000000000000e+00
6.506987019999999575e+03,1.100000000000000000e+03
6.507408999999999651e+03,8.000000000000000000e+00
6.507558699999999590e+03,1.700000000000000000e+02
6.507944000000000415e+03,3.000000000000000000e+01
6.508292000000000371e+03,1.700000000000000000e+01
6.508362000000000080e+03,2.800000000000000000e+02
6.509050220000000081e+03,1.100000000000000000e+03
6.509310999999999694e+03,2.600000000000000000e+01
6.509653000000000247e+03,1.700000000000000000e+01
6.509851999999999862e+03,1.500000000000000000e+01
6.509975000000000364e+03,8.000000000000000000e+00
6.510269000000000233e+03,4.300000000000000000e+01
6.511050000000000182e+03,2.600000000000000000e+01
6.511579999999999927e+03,6.400000000000000000e+01
6.512363690000000133e+03,3.900000000000000000e+03
6.512801999999999680e+03,3.500000000000000000e+01
6.513051599999999780e+03,7.500000000000000000e+01
6.513199999999999818e+03,1.700000000000000000e+01
6.514474000000000160e+03,2.100000000000000000e+01
6.515875000000000000e+03,4.300000000000000000e+01
6.517277000000000044e+03,2.600000000000000000e+01
6.519224000000000160e+03,8.000000000000000000e+00
6.520997999999999593e+03,3.400000000000000000e+01
6.522043459999999868e+03,1.000000000000000000e+03
6.522499399999999696e+03,2.500000000000000000e+02
6.524499899999999798e+03,8.800000000000000000e+01
6.525489999999999782e+03,2.600000000000000000e+01
6.525713999999999942e+03,1.700000000000000000e+01
6.526581000000000131e+03,6.000000000000000000e+01
6.526904499999999643e+03,1.400000000000000000e+02
6.527858000000000175e+03,8.000000000000000000e+00
6.528591999999999643e+03,3.400000000000000000e+01
6.528771999999999935e+03,1.100000000000000000e+01
6.529104000000000269e+03,9.000000000000000000e+00
6.529193000000000211e+03,8.000000000000000000e+00
6.529596999999999753e+03,1.700000000000000000e+02
6.529993999999999687e+03,2.200000000000000000e+02
6.530125000000000000e+03,2.200000000000000000e+02
6.530157000000000153e+03,1.700000000000000000e+02
6.531341699999999946e+03,1.700000000000000000e+04
6.534605599999999868e+03,1.300000000000000000e+02
6.536295000000000073e+03,1.700000000000000000e+01
6.536717999999999847e+03,1.000000000000000000e+01
6.537177499999999782e+03,1.500000000000000000e+02
6.537613000000000284e+03,3.500000000000000000e+02
6.538301000000000386e+03,1.500000000000000000e+02
6.540538199999999961e+03,5.700000000000000000e+01
6.542049799999999777e+03,2.200000000000000000e+02
6.542513100000000122e+03,1.500000000000000000e+02
6.543893000000000029e+03,8.000000000000000000e+00
6.545345000000000255e+03,8.000000000000000000e+00
6.545718600000000151e+03,6.000000000000000000e+02
6.545880000000000109e+03,1.700000000000000000e+01
6.547024999999999636e+03,1.100000000000000000e+01
6.547537000000000262e+03,1.400000000000000000e+01
6.547618000000000393e+03,8.000000000000000000e+00
6.547720000000000255e+03,1.700000000000000000e+01
6.549819999999999709e+03,3.400000000000000000e+01
6.550187700000000405e+03,2.300000000000000000e+02
6.550335000000000036e+03,4.300000000000000000e+01
6.551265000000000327e+03,3.400000000000000000e+01
6.551705390000000079e+03,6.600000000000000000e+02
6.551917000000000371e+03,3.400000000000000000e+01
6.554160210000000006e+03,6.500000000000000000e+03
6.554563000000000102e+03,8.000000000000000000e+00
6.555966000000000349e+03,2.800000000000000000e+01
6.558875130000000354e+03,1.100000000000000000e+03
6.559119999999999891e+03,4.200000000000000000e+01
6.559210299999999734e+03,2.700000000000000000e+02
6.559432999999999993e+03,1.800000000000000000e+01
6.559462000000000444e+03,8.000000000000000000e+00
6.560211000000000240e+03,3.500000000000000000e+01
6.560850999999999658e+03,1.600000000000000000e+02
6.561854000000000269e+03,2.500000000000000000e+01
6.562105499999999665e+03,1.600000000000000000e+02
6.562646999999999935e+03,3.400000000000000000e+01
6.564444400000000314e+03,6.100000000000000000e+02
6.564699999999999818e+03,1.600000000000000000e+01
6.565069999999999709e+03,3.000000000000000000e+02
6.566329999999999927e+03,1.200000000000000000e+01
6.567212999999999738e+03,1.600000000000000000e+01
6.568422999999999774e+03,2.500000000000000000e+01
6.571926999999999680e+03,3.200000000000000000e+01
6.572027799999999843e+03,8.300000000000000000e+01
6.574542000000000371e+03,3.300000000000000000e+01
6.575139000000000124e+03,2.000000000000000000e+01
6.575770000000000437e+03,1.600000000000000000e+01
6.576122199999999793e+03,5.200000000000000000e+02
6.577214429999999993e+03,5.800000000000000000e+03
6.578979999999999563e+03,2.500000000000000000e+01
6.579481399999999667e+03,1.100000000000000000e+02
6.580229299999999967e+03,3.100000000000000000e+02
6.580543999999999869e+03,2.400000000000000000e+01
6.581135000000000218e+03,8.000000000000000000e+00
6.581296999999999571e+03,3.300000000000000000e+01
6.582430999999999585e+03,8.000000000000000000e+00
6.583501000000000204e+03,6.500000000000000000e+01
6.583905759999999646e+03,3.200000000000000000e+04
6.584372299999999996e+03,4.900000000000000000e+02
6.584612589999999727e+03,8.000000000000000000e+02
6.585273000000000138e+03,3.000000000000000000e+01
6.585338600000000042e+03,1.600000000000000000e+02
6.585694499999999607e+03,4.200000000000000000e+02
6.586136000000000422e+03,1.300000000000000000e+01
6.586381000000000313e+03,5.000000000000000000e+00
6.586624499999999898e+03,5.900000000000000000e+01
6.587104000000000269e+03,7.000000000000000000e+00
6.588063000000000102e+03,1.500000000000000000e+01
6.588247000000000298e+03,7.000000000000000000e+00
6.588539480000000367e+03,2.600000000000000000e+04
6.591180099999999584e+03,1.100000000000000000e+03
6.591484300000000076e+03,2.100000000000000000e+04
6.593462770000000091e+03,1.100000000000000000e+03
6.593939019999999800e+03,1.200000000000000000e+04
6.594443000000000211e+03,3.300000000000000000e+01
6.594797999999999774e+03,1.500000000000000000e+01
6.595465699999999742e+03,9.100000000000000000e+01
6.595569000000000415e+03,5.000000000000000000e+00
6.595688000000000102e+03,9.000000000000000000e+00
6.595796000000000276e+03,7.000000000000000000e+00
6.596750000000000000e+03,7.900000000000000000e+01
6.596962300000000141e+03,1.800000000000000000e+02
6.597377800000000207e+03,9.300000000000000000e+01
6.597542000000000371e+03,1.500000000000000000e+01
6.598033000000000357e+03,7.000000000000000000e+00
6.600731099999999969e+03,1.800000000000000000e+02
6.601452000000000226e+03,2.300000000000000000e+01
6.602761999999999716e+03,3.200000000000000000e+02
6.603028199999999742e+03,6.700000000000000000e+01
6.603463999999999942e+03,7.000000000000000000e+00
6.603620899999999892e+03,2.600000000000000000e+02
6.603787000000000262e+03,2.100000000000000000e+01
6.604528000000000247e+03,7.000000000000000000e+00
6.606601700000000164e+03,9.200000000000000000e+01
6.606789999999999964e+03,2.000000000000000000e+02
6.608443000000000211e+03,1.200000000000000000e+02
6.609030999999999949e+03,3.900000000000000000e+01
6.609667999999999665e+03,3.900000000000000000e+01
6.613279999999999745e+03,3.100000000000000000e+01
6.613373319999999694e+03,6.500000000000000000e+02
6.613396700000000237e+03,4.600000000000000000e+02
6.615072299999999814e+03,7.100000000000000000e+01
6.617514699999999721e+03,3.400000000000000000e+02
6.617626000000000204e+03,3.800000000000000000e+01
6.618167139999999563e+03,8.700000000000000000e+02
6.618399000000000342e+03,3.700000000000000000e+01
6.620247999999999593e+03,1.500000000000000000e+01
6.620408000000000357e+03,1.700000000000000000e+02
6.621328999999999724e+03,7.000000000000000000e+00
6.623626000000000204e+03,1.100000000000000000e+01
6.626122000000000298e+03,4.700000000000000000e+01
6.626543999999999869e+03,1.500000000000000000e+01
6.629447000000000116e+03,7.000000000000000000e+00
6.631567900000000009e+03,5.400000000000000000e+01
6.632109999999999673e+03,3.700000000000000000e+01
6.633783599999999751e+03,1.100000000000000000e+02
6.635087999999999738e+03,6.000000000000000000e+00
6.636143000000000029e+03,1.500000000000000000e+01
6.637201900000000023e+03,1.400000000000000000e+02
6.638769000000000233e+03,7.800000000000000000e+01
6.638912030000000414e+03,1.800000000000000000e+03
6.639725999999999658e+03,6.000000000000000000e+01
6.641006000000000313e+03,3.000000000000000000e+01
6.641439000000000306e+03,3.000000000000000000e+01
6.641667999999999665e+03,3.000000000000000000e+01
6.642327299999999923e+03,1.400000000000000000e+02
6.643119999999999891e+03,6.000000000000000000e+01
6.643501000000000204e+03,2.200000000000000000e+01
6.644027100000000246e+03,1.100000000000000000e+02
6.644550000000000182e+03,3.000000000000000000e+01
6.644670030000000224e+03,1.600000000000000000e+03
6.644838999999999942e+03,1.500000000000000000e+01
6.646319999999999709e+03,3.600000000000000000e+01
6.647100000000000364e+03,1.100000000000000000e+01
6.648344000000000051e+03,2.700000000000000000e+01
6.648658000000000357e+03,8.000000000000000000e+00
6.649114999999999782e+03,3.400000000000000000e+01
6.649277000000000044e+03,1.900000000000000000e+01
6.649487000000000080e+03,7.000000000000000000e+00
6.650560000000000400e+03,1.500000000000000000e+02
6.651367000000000189e+03,1.400000000000000000e+01
6.652225000000000364e+03,1.400000000000000000e+01
6.654109999999999673e+03,1.700000000000000000e+01
6.654229599999999664e+03,5.400000000000000000e+01
6.654367100000000391e+03,4.000000000000000000e+02
6.655069999999999709e+03,3.400000000000000000e+01
6.655489199999999983e+03,1.600000000000000000e+02
6.655927399999999579e+03,1.500000000000000000e+02
6.656502999999999702e+03,7.000000000000000000e+00
6.656707999999999629e+03,3.000000000000000000e+01
6.657878999999999905e+03,2.200000000000000000e+01
6.658070999999999913e+03,1.500000000000000000e+01
6.658185000000000400e+03,2.100000000000000000e+01
6.658677380000000085e+03,2.400000000000000000e+03
6.658868999999999687e+03,1.500000000000000000e+01
6.659111899999999878e+03,7.000000000000000000e+01
6.659265999999999622e+03,1.500000000000000000e+01
6.659331000000000131e+03,2.200000000000000000e+01
6.661319999999999709e+03,2.200000000000000000e+01
6.662268500000000131e+03,1.600000000000000000e+04
6.663696899999999914e+03,4.000000000000000000e+02
6.666987000000000080e+03,2.900000000000000000e+01
6.668413999999999760e+03,5.900000000000000000e+01
6.668663999999999760e+03,3.300000000000000000e+01
6.668816399999999703e+03,5.400000000000000000e+02
6.668939900000000307e+03,1.000000000000000000e+02
6.669449300000000221e+03,9.600000000000000000e+01
6.669530999999999949e+03,2.100000000000000000e+01
6.669634000000000015e+03,7.000000000000000000e+00
6.670724000000000160e+03,2.200000000000000000e+01
6.671684000000000196e+03,2.100000000000000000e+01
6.672382999999999811e+03,7.000000000000000000e+00
6.673411500000000160e+03,5.200000000000000000e+01
6.673579899999999725e+03,5.000000000000000000e+02
6.674696750000000065e+03,3.000000000000000000e+03
6.675023000000000138e+03,5.800000000000000000e+01
6.675341000000000349e+03,2.900000000000000000e+01
6.677961000000000240e+03,3.000000000000000000e+01
6.678706519999999728e+03,1.500000000000000000e+03
6.679636999999999716e+03,8.000000000000000000e+00
6.680081100000000333e+03,1.800000000000000000e+02
6.680663999999999760e+03,1.400000000000000000e+01
6.680943000000000211e+03,1.400000000000000000e+01
6.682837599999999838e+03,8.200000000000000000e+01
6.683367170000000442e+03,1.300000000000000000e+03
6.683990999999999985e+03,5.800000000000000000e+01
6.684048399999999674e+03,3.200000000000000000e+02
6.684686999999999898e+03,5.800000000000000000e+01
6.685701000000000022e+03,2.900000000000000000e+01
6.686215000000000146e+03,3.200000000000000000e+01
6.687520700000000033e+03,2.300000000000000000e+02
6.689780999999999949e+03,2.000000000000000000e+01
6.690270999999999731e+03,2.900000000000000000e+01
6.690905999999999949e+03,3.700000000000000000e+02
6.691391999999999825e+03,1.700000000000000000e+01
6.693206600000000435e+03,7.800000000000000000e+01
6.694006800000000112e+03,3.200000000000000000e+02
6.694496699999999691e+03,3.500000000000000000e+02
6.694676999999999680e+03,1.500000000000000000e+01
6.695180999999999585e+03,2.900000000000000000e+01
6.696139689999999973e+03,7.000000000000000000e+02
6.696886000000000422e+03,7.000000000000000000e+00
6.696996000000000095e+03,7.000000000000000000e+00
6.697139000000000124e+03,3.600000000000000000e+01
6.697712129999999888e+03,9.700000000000000000e+02
6.698015300000000025e+03,1.800000000000000000e+02
6.698057700000000295e+03,2.700000000000000000e+02
6.698515999999999622e+03,1.400000000000000000e+01
6.698612600000000384e+03,7.100000000000000000e+01
6.700805000000000291e+03,2.400000000000000000e+01
6.701010000000000218e+03,1.400000000000000000e+01
6.701872000000000298e+03,1.000000000000000000e+01
6.702576000000000022e+03,7.000000000000000000e+00
6.703091000000000349e+03,1.400000000000000000e+01
6.703347999999999956e+03,3.600000000000000000e+01
6.705150999999999840e+03,7.200000000000000000e+01
6.705427999999999884e+03,5.700000000000000000e+01
6.706091000000000349e+03,2.000000000000000000e+01
6.706451000000000022e+03,1.400000000000000000e+01
6.707733000000000175e+03,2.100000000000000000e+01
6.708287000000000262e+03,2.600000000000000000e+01
6.708394000000000233e+03,1.200000000000000000e+01
6.708841099999999642e+03,8.200000000000000000e+01
6.709247999999999593e+03,1.400000000000000000e+01
6.709443000000000211e+03,1.400000000000000000e+01
6.710326000000000022e+03,1.100000000000000000e+01
6.710867699999999786e+03,8.200000000000000000e+01
6.711078000000000429e+03,2.400000000000000000e+01
6.711251680000000306e+03,8.400000000000000000e+02
6.711494999999999891e+03,3.600000000000000000e+02
6.711858000000000175e+03,2.900000000000000000e+01
6.712016999999999825e+03,2.200000000000000000e+01
6.712194999999999709e+03,3.400000000000000000e+01
6.712837999999999738e+03,1.400000000000000000e+01
6.713597200000000157e+03,1.000000000000000000e+02
6.713969989999999598e+03,1.500000000000000000e+03
6.714685900000000402e+03,4.300000000000000000e+01
6.715513600000000224e+03,1.500000000000000000e+02
6.716215000000000146e+03,2.100000000000000000e+01
6.717385000000000218e+03,8.000000000000000000e+02
6.717582000000000335e+03,7.000000000000000000e+00
6.719011000000000422e+03,2.100000000000000000e+01
6.719199429999999666e+03,1.400000000000000000e+03
6.720698999999999614e+03,6.000000000000000000e+00
6.721078999999999724e+03,4.200000000000000000e+01
6.721618000000000393e+03,1.000000000000000000e+01
6.721956000000000131e+03,1.800000000000000000e+01
6.722851999999999862e+03,6.000000000000000000e+00
6.723119999999999891e+03,1.300000000000000000e+01
6.725481999999999971e+03,1.300000000000000000e+01
6.726309100000000399e+03,1.800000000000000000e+02
6.726947900000000118e+03,1.400000000000000000e+02
6.727458169999999882e+03,4.400000000000000000e+03
6.727593399999999747e+03,9.000000000000000000e+01
6.727652699999999641e+03,2.500000000000000000e+02
6.728118389999999636e+03,7.000000000000000000e+02
6.728758700000000317e+03,3.700000000000000000e+02
6.729932700000000295e+03,9.400000000000000000e+01
6.731046999999999571e+03,1.700000000000000000e+02
6.731572000000000116e+03,4.000000000000000000e+00
6.731671999999999571e+03,1.500000000000000000e+02
6.732649000000000342e+03,2.800000000000000000e+02
6.733314500000000407e+03,8.900000000000000000e+01
6.733748639999999796e+03,8.300000000000000000e+02
6.734002999999999702e+03,2.700000000000000000e+01
6.734667000000000371e+03,1.400000000000000000e+02
6.734855999999999767e+03,1.500000000000000000e+01
6.735006999999999607e+03,1.100000000000000000e+01
6.735126100000000406e+03,2.200000000000000000e+02
6.735372599999999693e+03,1.000000000000000000e+02
6.735685999999999694e+03,1.300000000000000000e+01
6.737643000000000029e+03,3.400000000000000000e+02
6.738179909999999836e+03,6.400000000000000000e+02
6.739959399999999732e+03,1.500000000000000000e+02
6.741921199999999772e+03,1.400000000000000000e+02
6.742884000000000015e+03,4.800000000000000000e+02
6.743199099999999817e+03,4.500000000000000000e+01
6.746135400000000118e+03,9.700000000000000000e+01
6.747171999999999571e+03,1.800000000000000000e+01
6.747402000000000044e+03,1.300000000000000000e+01
6.747963999999999942e+03,5.000000000000000000e+00
6.749315300000000207e+03,1.100000000000000000e+02
6.751426599999999780e+03,2.100000000000000000e+02
6.753659099999999853e+03,3.600000000000000000e+02
6.754266099999999824e+03,1.600000000000000000e+02
6.754621100000000297e+03,5.900000000000000000e+01
6.755305000000000291e+03,1.300000000000000000e+01
6.755475000000000364e+03,1.300000000000000000e+02
6.755662999999999556e+03,2.600000000000000000e+01
6.756323000000000320e+03,9.800000000000000000e+01
6.756452690000000075e+03,9.700000000000000000e+03
6.757109099999999671e+03,6.100000000000000000e+02
6.757349100000000362e+03,4.300000000000000000e+01
6.758203599999999824e+03,4.600000000000000000e+02
6.758520999999999731e+03,3.200000000000000000e+01
6.758716000000000349e+03,1.300000000000000000e+01
6.760291000000000167e+03,1.300000000000000000e+01
6.760399999999999636e+03,1.300000000000000000e+01
6.760663199999999961e+03,1.000000000000000000e+02
6.762501500000000306e+03,5.200000000000000000e+01
6.763331400000000031e+03,5.600000000000000000e+01
6.763532000000000153e+03,5.200000000000000000e+01
6.764353000000000065e+03,1.000000000000000000e+01
6.765669200000000274e+03,2.400000000000000000e+02
6.768511000000000422e+03,1.900000000000000000e+01
6.770172999999999774e+03,3.200000000000000000e+01
6.771622999999999593e+03,3.200000000000000000e+01
6.772174500000000080e+03,5.200000000000000000e+02
6.772247900000000300e+03,1.100000000000000000e+02
6.773097200000000157e+03,2.600000000000000000e+02
6.773769699999999830e+03,4.900000000000000000e+01
6.774078999999999724e+03,1.200000000000000000e+01
6.774253999999999905e+03,6.000000000000000000e+00
6.774386999999999716e+03,2.100000000000000000e+01
6.775101999999999862e+03,2.300000000000000000e+01
6.775501000000000204e+03,1.200000000000000000e+01
6.776229999999999563e+03,6.500000000000000000e+02
6.777596999999999753e+03,1.100000000000000000e+01
6.778312249999999949e+03,3.800000000000000000e+03
6.779079999999999927e+03,3.700000000000000000e+01
6.779324200000000019e+03,8.200000000000000000e+01
6.780125109999999950e+03,3.300000000000000000e+03
6.780412989999999809e+03,4.300000000000000000e+03
6.781234000000000378e+03,1.900000000000000000e+01
6.781676000000000386e+03,1.900000000000000000e+01
6.782463999999999942e+03,6.000000000000000000e+00
6.784795600000000377e+03,9.000000000000000000e+01
6.784929000000000087e+03,2.900000000000000000e+01
6.787736649999999827e+03,1.100000000000000000e+03
6.788180000000000291e+03,3.100000000000000000e+02
6.788342999999999847e+03,1.200000000000000000e+02
6.788717700000000150e+03,4.200000000000000000e+01
6.788840259999999944e+03,1.900000000000000000e+03
6.789004200000000310e+03,9.900000000000000000e+01
6.791234970000000430e+03,1.800000000000000000e+03
6.792673999999999978e+03,1.500000000000000000e+01
6.792899999999999636e+03,9.200000000000000000e+01
6.793713999999999942e+03,3.300000000000000000e+01
6.794798999999999978e+03,1.500000000000000000e+01
6.794967200000000048e+03,4.500000000000000000e+01
6.795049399999999878e+03,1.200000000000000000e+02
6.795798200000000179e+03,1.100000000000000000e+02
6.798486799999999675e+03,3.900000000000000000e+02
6.798745299999999588e+03,8.200000000000000000e+01
6.800464500000000044e+03,1.300000000000000000e+02
6.802409999999999854e+03,1.800000000000000000e+01
6.802785499999999956e+03,1.400000000000000000e+02
6.803177999999999884e+03,9.000000000000000000e+00
6.803304000000000087e+03,3.000000000000000000e+01
6.805467800000000352e+03,1.400000000000000000e+02
6.805751299999999901e+03,1.600000000000000000e+02
6.807113999999999578e+03,2.200000000000000000e+01
6.807319000000000415e+03,1.500000000000000000e+02
6.807810000000000400e+03,1.400000000000000000e+01
6.809100000000000364e+03,5.000000000000000000e+02
6.809316799999999603e+03,4.600000000000000000e+02
6.809509399999999914e+03,2.000000000000000000e+02
6.809677300000000287e+03,1.600000000000000000e+02
6.811725000000000364e+03,2.400000000000000000e+01
6.811963499999999840e+03,6.800000000000000000e+01
6.812491500000000087e+03,3.700000000000000000e+02
6.812971800000000258e+03,5.600000000000000000e+01
6.813612600000000384e+03,6.000000000000000000e+01
6.814184000000000196e+03,1.200000000000000000e+01
6.815612299999999777e+03,1.700000000000000000e+02
6.816246000000000095e+03,3.000000000000000000e+02
6.816828099999999722e+03,4.500000000000000000e+01
